Vendor,Vendor SKU,Link,Price,Shape,Carat Weight,Color Grade,Cut Grade,Clarity Grade,Fluorescence,Polish Grade,Symmetry Grade,Depth (%),Table,Girdle,Culet,Width,Height,Depth,Grading Lab,Grading Certificate ID,Grading Link,Origin,360 Video Link
Brilliant Earth,18085497A,https://www.brilliantearth.com/loose-diamonds/view_detail/76518003/,480,Round,0.42,I,Super Ideal,VS2,Faint,Excellent,Excellent,62.5,57,"Med_To_Stk, Faceted",None,4.81,4.8,3,GIA,2547658707,https://www.gia.edu/report-check?reportno=2547658707,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2547658707&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,17641345A,https://www.brilliantearth.com/loose-diamonds/view_detail/76515567/,480,Round,0.35,G,Super Ideal,VVS2,None,Excellent,Excellent,60.5,58,"Medium, Faceted",None,4.59,4.58,2.78,GIA,2536417691,https://www.gia.edu/report-check?reportno=2536417691,Mined,
Brilliant Earth,18085425A,https://www.brilliantearth.com/loose-diamonds/view_detail/76513029/,480,Round,0.41,F,Super Ideal,SI1,Faint,Excellent,Excellent,61.8,58,"Medium, Faceted",None,4.78,4.77,2.95,GIA,7541659516,https://www.gia.edu/report-check?reportno=7541659516,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7541659516&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,17383101A,https://www.brilliantearth.com/loose-diamonds/view_detail/76512364/,480,Round,0.37,I,Super Ideal,IF,Medium,Excellent,Excellent,62.1,57,"Medium, Faceted",None,4.61,4.59,2.86,GIA,5546312131,https://www.gia.edu/report-check?reportno=5546312131,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5546312131&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,17383367A,https://www.brilliantearth.com/loose-diamonds/view_detail/76512212/,480,Round,0.42,I,Super Ideal,VS2,Faint,Excellent,Excellent,61.8,58,"Med_To_Stk, Faceted",None,4.82,4.8,2.98,GIA,1545307161,https://www.gia.edu/report-check?reportno=1545307161,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1545307161&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18007207Y,https://www.brilliantearth.com/loose-diamonds/view_detail/75600403/,480,Marquise,0.3,E,Ideal,VS1,None,Excellent,Very Good,63.2,58,Slightly Thick - Thick,None,6.63,3.58,2.27,GIA,1528982604,https://www.gia.edu/report-check?reportno=1528982604,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1528982604&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18006300Y,https://www.brilliantearth.com/loose-diamonds/view_detail/75593424/,480,Round,0.3,E,Ideal,VVS1,Faint,Excellent,Very Good,61.7,59,Slightly Thick,None,4.3,4.26,2.64,GIA,6491186554,https://www.gia.edu/report-check?reportno=6491186554,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6491186554&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,16935816A,https://www.brilliantearth.com/loose-diamonds/view_detail/75858548/,480,Emerald,0.3,H,Very Good,IF,None,Very Good,Good,68.6,71,Thick - Very Thick,,4.52,3.07,2.11,GIA,6542127695,https://www.gia.edu/report-check?reportno=6542127695,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6542127695&surl=//image.brilliantearth.com/media/v360/&version=6
Brilliant Earth,16578636A,https://www.brilliantearth.com/loose-diamonds/view_detail/75858399/,480,Emerald,0.3,G,Super Ideal,VVS1,None,Excellent,Excellent,69,69,Slightly Thick - Thick,,4.38,3.13,2.16,GIA,5536953128,https://www.gia.edu/report-check?reportno=5536953128,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5536953128&surl=//image.brilliantearth.com/media/v360/&version=14
Brilliant Earth,17580275A,https://www.brilliantearth.com/loose-diamonds/view_detail/75858358/,480,Round,0.31,J,Super Ideal,VVS1,None,Excellent,Excellent,62.3,59,Medium - Slightly Thick,,4.35,4.33,2.7,GIA,1547487478,https://www.gia.edu/report-check?reportno=1547487478,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1547487478&surl=//image.brilliantearth.com/media/v360/&version=4
Brilliant Earth,18121304Y,https://www.brilliantearth.com/loose-diamonds/view_detail/75918279/,480,Pear,0.33,D,Ideal,VVS1,Faint,Excellent,Very Good,63.1,62,Slightly Thick - Very Thick,None,6.25,3.74,2.36,GIA,7511980360,https://www.gia.edu/report-check?reportno=7511980360,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7511980360&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,16626051Y,https://www.brilliantearth.com/loose-diamonds/view_detail/73750806/,480,Marquise,0.3,D,Ideal,VS1,None,Very Good,Excellent,62.8,59,Slightly Thick - Very Thick,None,6.94,3.42,2.15,GIA,5533757845,https://www.gia.edu/report-check?reportno=5533757845,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5533757845&surl=//image.brilliantearth.com/media/v360/&version=2
Brilliant Earth,17828478Y,https://www.brilliantearth.com/loose-diamonds/view_detail/74280199/,480,Emerald,0.4,G,Ideal,VVS1,None,Excellent,Very Good,67,68,Slightly Thick - Thick,None,4.83,3.56,2.38,GIA,6511453846,https://www.gia.edu/report-check?reportno=6511453846,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6511453846&surl=//image.brilliantearth.com/media/v360/&version=20
Brilliant Earth,16365415Y,https://www.brilliantearth.com/loose-diamonds/view_detail/61446352/,480,Round,0.5,D,Good,SI2,Medium,Excellent,Very Good,65.3,59,Slightly Thick - Thick,,4.94,4.89,3.21,GIA,7526734257,https://www.gia.edu/report-check?reportno=7526734257,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7526734257&surl=//image.brilliantearth.com/media/v360/&version=8
Brilliant Earth,16626044Y,https://www.brilliantearth.com/loose-diamonds/view_detail/61663498/,480,Oval,0.3,E,Ideal,VVS1,None,Excellent,Very Good,61.9,64,Medium - Thick,None,5.24,3.89,2.41,GIA,6512519116,https://www.gia.edu/report-check?reportno=6512519116,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6512519116&surl=//image.brilliantearth.com/media/v360/&version=22
Brilliant Earth,18458781A,https://www.brilliantearth.com/loose-diamonds/view_detail/76782464/,480,Round,0.36,G,Super Ideal,VS1,None,Excellent,Excellent,62.2,57,"Med_To_Stk, Faceted",None,4.57,4.54,2.84,GIA,6545659285,https://www.gia.edu/report-check?reportno=6545659285,Mined,
Brilliant Earth,17993640A,https://www.brilliantearth.com/loose-diamonds/view_detail/76476492/,480,Oval,0.3,E,Ideal,SI1,None,Excellent,Very Good,61.2,59,Medium - Thick,None,5.35,3.78,2.31,GIA,5546766956,https://www.gia.edu/report-check?reportno=5546766956,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5546766956&surl=//image.brilliantearth.com/media/v360/&version=2
Brilliant Earth,17993051A,https://www.brilliantearth.com/loose-diamonds/view_detail/76487650/,480,Oval,0.32,F,Very Good,VVS2,Faint,Very Good,Good,61.1,59,Medium - Thick,None,5.59,3.85,2.35,GIA,6542761912,https://www.gia.edu/report-check?reportno=6542761912,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6542761912&surl=//image.brilliantearth.com/media/v360/&version=2
Brilliant Earth,13825394Y,https://www.brilliantearth.com/loose-diamonds/view_detail/50985415/,480,Emerald,0.37,E,Ideal,VVS1,None,Excellent,Very Good,67.2,68,Thick - Very Thick,None,4.77,3.49,2.35,GIA,6512336714,https://www.gia.edu/report-check?reportno=6512336714,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6512336714&surl=//image.brilliantearth.com/media/v360/&version=20
Brilliant Earth,13824714Y,https://www.brilliantearth.com/loose-diamonds/view_detail/50983418/,480,Round,0.46,F,Ideal,SI1,None,Excellent,Very Good,62.3,62,Medium - Slightly Thick,None,4.94,4.88,3.06,GIA,6492486100,https://www.gia.edu/report-check?reportno=6492486100,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6492486100&surl=//image.brilliantearth.com/media/v360/&version=59
Brilliant Earth,13826464Y,https://www.brilliantearth.com/loose-diamonds/view_detail/50983565/,480,Emerald,0.36,D,Ideal,VVS1,None,Excellent,Very Good,63.3,68,Slightly Thick - Thick,None,4.86,3.56,2.25,GIA,6515440343,https://www.gia.edu/report-check?reportno=6515440343,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6515440343&surl=//image.brilliantearth.com/media/v360/&version=26
Brilliant Earth,14737603A,https://www.brilliantearth.com/loose-diamonds/view_detail/56373699/,480,Round,0.46,E,Very Good,SI1,None,Excellent,Very Good,64.4,59,Slightly Thick - Thick,None,4.82,4.77,3.09,GIA,7523437042,https://www.gia.edu/report-check?reportno=7523437042,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7523437042&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18286567A,https://www.brilliantearth.com/loose-diamonds/view_detail/76582797/,480,Round,0.33,E,Super Ideal,VS2,None,Excellent,Excellent,62.6,54,Medium - Slightly Thick,None,4.43,4.41,2.77,GIA,7543855571,https://www.gia.edu/report-check?reportno=7543855571,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7543855571&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18395770A,https://www.brilliantearth.com/loose-diamonds/view_detail/76685034/,480,Round,0.42,D,Super Ideal,SI2,Medium,Excellent,Excellent,62.5,57,Medium - Slightly Thick,None,4.78,4.76,2.98,GIA,5543917713,https://www.gia.edu/report-check?reportno=5543917713,Mined,
Brilliant Earth,18454085A,https://www.brilliantearth.com/loose-diamonds/view_detail/76776440/,480,Round,0.39,I,Super Ideal,SI1,None,Excellent,Excellent,60.2,59,Medium - Slightly Thick,None,4.74,4.71,2.85,GIA,2548931644,https://www.gia.edu/report-check?reportno=2548931644,Mined,
Brilliant Earth,17510290A,https://www.brilliantearth.com/loose-diamonds/view_detail/76778072/,480,Marquise,0.3,E,Very Good,VS1,None,Very Good,Very Good,64.5,61,Medium - Very Thick,None,6.52,3.49,2.25,GIA,7543583744,https://www.gia.edu/report-check?reportno=7543583744,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7543583744&surl=//image.brilliantearth.com/media/v360/&version=8
Brilliant Earth,16771854A,https://www.brilliantearth.com/loose-diamonds/view_detail/76740465/,480,Pear,0.31,I,Ideal,VS1,None,Excellent,Very Good,60.1,68,"Med To Vtk ,Faceted",None,5.81,3.84,2.31,GIA,6233739837,https://www.gia.edu/report-check?reportno=6233739837,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6233739837&surl=//image.brilliantearth.com/media/v360/&version=6
Brilliant Earth,18411692A,https://www.brilliantearth.com/loose-diamonds/view_detail/76705102/,480,Round,0.34,H,Ideal,VS2,None,Very Good,Excellent,60.9,61,Medium - Slightly Thick,None,4.47,4.46,2.72,GIA,6545932439,https://www.gia.edu/report-check?reportno=6545932439,Mined,
Brilliant Earth,18398071A,https://www.brilliantearth.com/loose-diamonds/view_detail/76691865/,480,Emerald,0.31,H,Ideal,VS1,None,Excellent,Very Good,66.8,66,Medium - Slightly Thick,None,4.54,3.31,2.21,GIA,6542945478,https://www.gia.edu/report-check?reportno=6542945478,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6542945478&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18374182A,https://www.brilliantearth.com/loose-diamonds/view_detail/76638625/,480,Round,0.3,G,Super Ideal,VS2,Faint,Excellent,Excellent,62.5,56,Medium - Slightly Thick,None,4.31,4.29,2.69,GIA,7546931943,https://www.gia.edu/report-check?reportno=7546931943,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7546931943&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,16312710A,https://www.brilliantearth.com/loose-diamonds/view_detail/76569000/,480,Round,0.41,H,Super Ideal,VS2,None,Excellent,Excellent,61.9,58,"Med_To_Stk, Faceted",None,4.78,4.74,2.95,GIA,1533096943,https://www.gia.edu/report-check?reportno=1533096943,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1533096943&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18347360A,https://www.brilliantearth.com/loose-diamonds/view_detail/76566793/,480,Oval,0.31,F,Ideal,SI1,None,Excellent,Very Good,61.3,59,Medium - Thick,None,5.76,3.64,2.23,GIA,6542919597,https://www.gia.edu/report-check?reportno=6542919597,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6542919597&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18348243A,https://www.brilliantearth.com/loose-diamonds/view_detail/76566030/,480,Round,0.45,D,Very Good,VS1,Strong,Very Good,Good,63.6,55,"Medium - Slightly Thick, Faceted",None,4.84,4.82,3.07,GIA,1236553448,https://www.gia.edu/report-check?reportno=1236553448,Mined,
Brilliant Earth,18348353A,https://www.brilliantearth.com/loose-diamonds/view_detail/76566152/,480,Round,0.4,I,Super Ideal,VS2,None,Excellent,Excellent,61.3,57,"Thn_To_Med, Faceted",None,4.77,4.74,2.92,GIA,6545779217,https://www.gia.edu/report-check?reportno=6545779217,Mined,
Brilliant Earth,10934387A,https://www.brilliantearth.com/loose-diamonds/view_detail/76516138/,480,Round,0.36,G,Super Ideal,VS1,None,Excellent,Excellent,62,57,"Thn_To_Med, Faceted",None,4.6,4.58,2.85,GIA,6491476908,https://www.gia.edu/report-check?reportno=6491476908,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6491476908&surl=//image.brilliantearth.com/media/v360/&version=54
Brilliant Earth,16738524A,https://www.brilliantearth.com/loose-diamonds/view_detail/76518133/,480,Round,0.35,G,Super Ideal,VVS2,None,Excellent,Excellent,61.4,58,"Med_To_Stk, Faceted",None,4.57,4.56,2.8,GIA,2536857574,https://www.gia.edu/report-check?reportno=2536857574,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2536857574&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,10934305A,https://www.brilliantearth.com/loose-diamonds/view_detail/76518801/,480,Round,0.36,G,Super Ideal,VS1,None,Excellent,Excellent,61.2,58,"Med_To_Stk, Faceted",None,4.61,4.6,2.82,GIA,2494586584,https://www.gia.edu/report-check?reportno=2494586584,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2494586584&surl=//image.brilliantearth.com/media/v360/&version=74
Brilliant Earth,17934534A,https://www.brilliantearth.com/loose-diamonds/view_detail/76518886/,480,Round,0.35,E,Super Ideal,VS2,None,Excellent,Excellent,61.5,59,"Medium, Faceted",None,4.55,4.53,2.79,GIA,1499191023,https://www.gia.edu/report-check?reportno=1499191023,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1499191023&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,16312128A,https://www.brilliantearth.com/loose-diamonds/view_detail/76518692/,480,Round,0.52,J,Very Good,VS1,None,Excellent,Very Good,64.2,56,"Stk_To_Thk, Faceted",None,5.05,5.02,3.23,GIA,6532416597,https://www.gia.edu/report-check?reportno=6532416597,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6532416597&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,8235237A,https://www.brilliantearth.com/loose-diamonds/view_detail/76515382/,480,Round,0.4,J,Super Ideal,VVS1,Faint,Excellent,Excellent,62.5,57,"Med_To_Stk, Faceted",None,4.74,4.72,2.95,GIA,6472546475,https://www.gia.edu/report-check?reportno=6472546475,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6472546475&surl=//image.brilliantearth.com/media/v360/&version=38
Brilliant Earth,17383446A,https://www.brilliantearth.com/loose-diamonds/view_detail/76515609/,480,Round,0.41,G,Super Ideal,SI1,None,Excellent,Excellent,61.6,56,"Thn_To_Med, Faceted",None,4.81,4.79,2.96,GIA,7546310677,https://www.gia.edu/report-check?reportno=7546310677,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7546310677&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18340134Y,https://www.brilliantearth.com/loose-diamonds/view_detail/76532190/,480,Princess,0.5,D,Ideal,SI2,None,Excellent,Very Good,74.2,74,Thin - Slightly Thick,,4.48,4.35,3.23,GIA,1547593710,https://www.gia.edu/report-check?reportno=1547593710,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1547593710&surl=//image.brilliantearth.com/media/v360/&version=4
Brilliant Earth,18291012A,https://www.brilliantearth.com/loose-diamonds/view_detail/76540208/,480,Round,0.3,F,Very Good,VS2,None,Very Good,Very Good,63.8,58,Thin - Slightly Thick,None,4.26,4.2,2.7,GIA,2547883062,https://www.gia.edu/report-check?reportno=2547883062,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2547883062&surl=//image.brilliantearth.com/media/v360/&version=4
Brilliant Earth,12704549A,https://www.brilliantearth.com/loose-diamonds/view_detail/76512714/,480,Round,0.33,F,Super Ideal,VVS1,Medium,Excellent,Excellent,62,57,"Medium, Faceted",None,4.47,4.44,2.76,GIA,7506909865,https://www.gia.edu/report-check?reportno=7506909865,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7506909865&surl=//image.brilliantearth.com/media/v360/&version=6
Brilliant Earth,15545500A,https://www.brilliantearth.com/loose-diamonds/view_detail/76512397/,480,Round,0.38,H,Super Ideal,VVS2,None,Excellent,Excellent,62.2,57,"Med_To_Stk, Faceted",None,4.63,4.61,2.88,GIA,6521836647,https://www.gia.edu/report-check?reportno=6521836647,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6521836647&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,17866763A,https://www.brilliantearth.com/loose-diamonds/view_detail/76512357/,480,Round,0.33,G,Super Ideal,VVS1,None,Excellent,Excellent,61.4,58,"Medium, Faceted",None,4.47,4.45,2.74,GIA,7548570582,https://www.gia.edu/report-check?reportno=7548570582,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7548570582&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18291097A,https://www.brilliantearth.com/loose-diamonds/view_detail/76472531/,480,Emerald,0.31,G,Very Good,VVS2,None,Very Good,Good,65.7,65,Medium - Slightly Thick,None,4.78,3.25,2.14,GIA,7548875456,https://www.gia.edu/report-check?reportno=7548875456,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7548875456&surl=//image.brilliantearth.com/media/v360/&version=2
Brilliant Earth,18278638Y,https://www.brilliantearth.com/loose-diamonds/view_detail/76274092/,480,Cushion,0.51,F,Ideal,SI1,None,Excellent,Very Good,68.5,65,Thin - Very Thick,,4.65,4.44,3.04,GIA,1535226788,https://www.gia.edu/report-check?reportno=1535226788,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1535226788&surl=//image.brilliantearth.com/media/v360/&version=12
Brilliant Earth,18278611Y,https://www.brilliantearth.com/loose-diamonds/view_detail/76274109/,480,Cushion,0.57,G,Super Ideal,SI1,None,Excellent,Excellent,68.3,65,Medium - Thick,,4.61,4.57,3.12,GIA,6535328361,https://www.gia.edu/report-check?reportno=6535328361,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6535328361&surl=//image.brilliantearth.com/media/v360/&version=10
Brilliant Earth,18193633Y,https://www.brilliantearth.com/loose-diamonds/view_detail/76194722/,480,Pear,0.31,D,Very Good,VVS1,None,Very Good,Very Good,62.5,62,Medium - Thick,None,6.13,3.72,2.33,GIA,6515547535,https://www.gia.edu/report-check?reportno=6515547535,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6515547535&surl=//image.brilliantearth.com/media/v360/&version=8
Brilliant Earth,18193681Y,https://www.brilliantearth.com/loose-diamonds/view_detail/76194643/,480,Princess,0.33,D,Ideal,VVS2,None,Very Good,Very Good,69.6,69,Medium - Slightly Thick,None,3.85,3.85,2.68,GIA,5513868841,https://www.gia.edu/report-check?reportno=5513868841,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5513868841&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,16920937A,https://www.brilliantearth.com/loose-diamonds/view_detail/76128796/,480,Emerald,0.31,G,Ideal,IF,Faint,Excellent,Very Good,64,69,Slightly Thick - Thick,None,4.77,3.29,2.11,GIA,1549178101,https://www.gia.edu/report-check?reportno=1549178101,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1549178101&surl=//image.brilliantearth.com/media/v360/&version=4
Brilliant Earth,16735838A,https://www.brilliantearth.com/loose-diamonds/view_detail/76485808/,480,Pear,0.43,H,Very Good,SI1,None,Very Good,Very Good,63.3,59,Slightly Thick - Very Thick,None,6.89,4.1,2.59,GIA,6542153920,https://www.gia.edu/report-check?reportno=6542153920,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6542153920&surl=//image.brilliantearth.com/media/v360/&version=18
Brilliant Earth,17001675A,https://www.brilliantearth.com/loose-diamonds/view_detail/76476896/,480,Heart,0.35,G,Ideal,VVS2,None,Excellent,Excellent,59.6,60,Thin - Thick,None,4.93,4.26,2.94,GIA,1543322017,https://www.gia.edu/report-check?reportno=1543322017,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1543322017&surl=//image.brilliantearth.com/media/v360/&version=10
Brilliant Earth,16621644A,https://www.brilliantearth.com/loose-diamonds/view_detail/76475602/,480,Marquise,0.31,G,Ideal,VS2,None,Very Good,Very Good,64.6,58,Slightly Thick - Very Thick,None,7.16,3.44,2.22,GIA,1539794424,https://www.gia.edu/report-check?reportno=1539794424,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1539794424&surl=//image.brilliantearth.com/media/v360/&version=16
Brilliant Earth,18046283A,https://www.brilliantearth.com/loose-diamonds/view_detail/76477202/,480,Round,0.38,I,Super Ideal,VS1,Faint,Excellent,Excellent,62.6,56,Thin - Medium,None,4.62,4.59,2.89,GIA,1545804883,https://www.gia.edu/report-check?reportno=1545804883,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1545804883&surl=//image.brilliantearth.com/media/v360/&version=2
Brilliant Earth,17129976A,https://www.brilliantearth.com/loose-diamonds/view_detail/76481770/,480,Marquise,0.3,E,Ideal,VS2,Faint,Excellent,Very Good,61.3,58,Medium - Thick,None,6.74,3.57,2.19,GIA,6542373619,https://www.gia.edu/report-check?reportno=6542373619,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6542373619&surl=//image.brilliantearth.com/media/v360/&version=10
Brilliant Earth,18214301A,https://www.brilliantearth.com/loose-diamonds/view_detail/76488631/,480,Emerald,0.3,E,Ideal,SI1,None,Very Good,Very Good,66.9,66,Medium - Thick,None,4.51,3.16,2.11,GIA,5546847952,https://www.gia.edu/report-check?reportno=5546847952,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5546847952&surl=//image.brilliantearth.com/media/v360/&version=2
Brilliant Earth,18290700A,https://www.brilliantearth.com/loose-diamonds/view_detail/76478784/,480,Emerald,0.35,F,Ideal,VS1,None,Excellent,Very Good,69.4,70,Slightly Thick - Thick,None,4.61,3.34,2.32,GIA,5543883535,https://www.gia.edu/report-check?reportno=5543883535,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5543883535&surl=//image.brilliantearth.com/media/v360/&version=2
Brilliant Earth,18290871A,https://www.brilliantearth.com/loose-diamonds/view_detail/76482780/,480,Emerald,0.31,G,Ideal,VVS2,None,Excellent,Very Good,66.1,69,Medium - Slightly Thick,None,4.61,3.28,2.17,GIA,6542893245,https://www.gia.edu/report-check?reportno=6542893245,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6542893245&surl=//image.brilliantearth.com/media/v360/&version=2
Brilliant Earth,18085946A,https://www.brilliantearth.com/loose-diamonds/view_detail/75846426/,480,Emerald,0.51,J,Ideal,VVS1,Strong,Excellent,Very Good,69.1,66,Medium - Slightly Thick,None,5.24,3.76,2.6,GIA,5546787081,https://www.gia.edu/report-check?reportno=5546787081,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=5546787081&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18005578Y,https://www.brilliantearth.com/loose-diamonds/view_detail/75594015/,480,Emerald,0.4,F,Ideal,VS1,None,Excellent,Very Good,64.8,68,Slightly Thick - Thick,None,4.89,3.61,2.34,GIA,7528009632,https://www.gia.edu/report-check?reportno=7528009632,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=7528009632&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,17309184Y,https://www.brilliantearth.com/loose-diamonds/view_detail/72048759/,480,Cushion,0.5,D,Very Good,VS1,Medium,Excellent,Very Good,67.8,58,Thick -Extremely Thick,,4.5,4.43,3,GIA,2537466645,https://www.gia.edu/report-check?reportno=2537466645,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2537466645&surl=//image.brilliantearth.com/media/v360/&version=8
Brilliant Earth,18007458Y,https://www.brilliantearth.com/loose-diamonds/view_detail/75598684/,480,Emerald,0.4,F,Very Good,VVS2,None,Very Good,Good,67.5,66,Slightly Thick - Thick,None,4.88,3.53,2.38,GIA,1518950456,https://www.gia.edu/report-check?reportno=1518950456,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=1518950456&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18005800Y,https://www.brilliantearth.com/loose-diamonds/view_detail/75598469/,480,Emerald,0.4,G,Ideal,VVS2,None,Excellent,Very Good,68.3,59,Medium - Slightly Thick,None,5.15,3.38,2.31,GIA,6515624682,https://www.gia.edu/report-check?reportno=6515624682,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=6515624682&surl=//image.brilliantearth.com/media/v360/&version=0
Brilliant Earth,18006805Y,https://www.brilliantearth.com/loose-diamonds/view_detail/75599176/,480,Oval,0.3,D,Ideal,VVS1,Faint,Excellent,Very Good,63.7,60,Slightly Thick - Thick,None,5.14,3.81,2.43,GIA,2517773814,https://www.gia.edu/report-check?reportno=2517773814,Mined,https://css.brilliantearth.com/static/v360_viewer_zoom_slider/Vision360.html?d=2517773814&surl=//image.brilliantearth.com/media/v360/&version=0
